station,latitude,longitude,aqi,timestamp
"Sector 30, Faridabad, India",28.4417,77.3217,3,2026-03-07 16:27:45.660680
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",28.620171,77.287705,176,2026-03-07 16:27:45.660681
"R.K. Puram, Delhi, Delhi, India",28.5648,77.1744,432,2026-03-07 16:27:45.660681
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",28.566827,77.251418,225,2026-03-07 16:27:45.660682
"ITI Jahangirpuri, Delhi, Delhi, India",28.733016,77.17197,203,2026-03-07 16:27:45.660683
"Burari Crossing, Delhi, Delhi, India",28.725646,77.203384,334,2026-03-07 16:27:45.660683
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",28.700505,77.165603,175,2026-03-07 16:27:45.660684
"Knowledge Park - V, Greater Noida, India",28.557054,77.453663,550,2026-03-07 16:27:45.660687
"Sector - 125, Noida, India",28.5447608,77.3231257,349,2026-03-07 16:27:45.660688
"Alipur, Delhi, Delhi, India",28.815691,77.152491,177,2026-03-07 16:27:45.660689
"NISE Gwal Pahari, Gurugram, India",28.422681,77.148944,159,2026-03-07 16:27:45.660692
"Lodhi Road, Delhi, Delhi, India",28.589701,77.221917,129,2026-03-07 16:27:45.660693
"Shadipur, Delhi, Delhi, India",28.65155278,77.15804167,683,2026-03-07 16:27:45.660693
"Vikas Sadan Gurgaon, Gurgaon, India",28.4501238,77.0263051,237,2026-03-07 16:27:45.660694
"Sector-1, Noida, India",28.5898,77.3101,171,2026-03-07 16:27:45.660695
"Anand Vihar, Delhi, Delhi, India",28.6508,77.3152,175,2026-03-07 16:27:45.660696
"ITO, Delhi, Delhi, India",28.628577,77.241036,183,2026-03-07 16:27:45.660696
"Loni, Ghaziabad, India",28.757294,77.278792,332,2026-03-07 16:27:45.660697
"Narela, Delhi, Delhi, India",28.820629,77.101099,169,2026-03-07 16:27:45.660698
"Arya Nagar, Bahadurgarh, India",28.6701,76.9254,165,2026-03-07 16:27:45.660698
"Sanjay Nagar, Ghaziabad, India",28.685382,77.453839,268,2026-03-07 16:27:45.660699
"Anand Vihar, Delhi, Delhi, India",28.6508,77.3152,191,2026-03-07 16:52:09.292021
"Mandir Marg, Delhi, Delhi, India",28.6341,77.2005,201,2026-03-07 16:52:09.292025
"Punjabi Bagh, Delhi, Delhi, India",28.6683,77.1167,187,2026-03-07 16:52:09.292026
"Alipur, Delhi, Delhi, India",28.815691,77.152491,172,2026-03-07 16:52:09.292027
"Pooth Khurd, Bawana, Delhi, Delhi, India",28.7757959,77.0462514,273,2026-03-07 16:52:09.292027
"Indirapuram, Ghaziabad, India",28.646233,77.358075,548,2026-03-07 16:52:09.292028
"Sector-116, Noida, India",28.56923,77.393848,394,2026-03-07 16:52:09.292029
"CRRI Mathura Road, Delhi, Delhi, India",28.551729,77.275037,307,2026-03-07 16:52:09.292029
"R.K. Puram, Delhi, Delhi, India",28.5648,77.1744,415,2026-03-07 16:52:09.292030
"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",28.572714,76.933433,122,2026-03-07 16:52:09.292031
"Vasundhara, Ghaziabad, India",28.6603346,77.3572563,167,2026-03-07 16:52:09.292038
"Sector-1, Noida, India",28.5898,77.3101,194,2026-03-07 16:52:09.292038
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",28.582846,77.234366,166,2026-03-07 16:52:09.292039
"Satyawati College, Delhi, Delhi, India",28.69572,77.181295,312,2026-03-07 16:52:09.292040
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",28.710066,77.24622,158,2026-03-07 16:52:09.292040
"Sector 30, Faridabad, India",28.4417,77.3217,3,2026-03-07 16:52:09.292041
"ITO, Delhi, Delhi, India",28.628577,77.241036,195,2026-03-07 16:52:09.292041
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",28.612498,77.237388,158,2026-03-07 16:52:09.292042
"DTU, Delhi, Delhi, India",28.749722,77.116281,178,2026-03-07 16:52:09.292043
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",28.620171,77.287705,196,2026-03-07 16:52:09.292043
"Sri Auribindo Marg, Delhi, Delhi, India",28.528344,77.189304,144,2026-03-07 16:52:09.292044
"Lodhi Road, Delhi, Delhi, India",28.589701,77.221917,153,2026-03-07 16:52:09.292045
"Pusa, Delhi, Delhi, India",28.636997,77.172248,155,2026-03-07 16:52:09.292045
"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.576909,77.075898,585,2026-03-07 16:52:09.292048
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",28.700505,77.165603,177,2026-03-07 16:52:09.292048
"Arya Nagar, Bahadurgarh, India",28.6701,76.9254,173,2026-03-07 16:52:09.292049
"DITE Okhla, Delhi, Delhi, India",28.531314,77.270686,270,2026-03-07 16:52:09.292050
"NISE Gwal Pahari, Gurugram, India",28.422681,77.148944,157,2026-03-07 16:52:09.292050
"Teri Gram, Gurugram, India",28.4275,77.1465,173,2026-03-07 16:52:09.292051
"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",28.499727,77.267095,180,2026-03-07 16:52:09.292051
"Sector - 125, Noida, India",28.5447608,77.3231257,318,2026-03-07 16:52:09.292052
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",28.566827,77.251418,180,2026-03-07 16:52:09.292053
"Aya Nagar, Delhi, Delhi, India",28.482888,77.126748,157,2026-03-07 16:52:09.292053
"ITI Jahangirpuri, Delhi, Delhi, India",28.733016,77.17197,315,2026-03-07 16:52:09.292056
"Knowledge Park - III, Greater Noida, India",28.47272,77.482,307,2026-03-07 16:52:09.292056
"Narela, Delhi, Delhi, India",28.820629,77.101099,195,2026-03-07 16:52:09.292057
"Burari Crossing, Delhi, Delhi, India",28.725646,77.203384,380,2026-03-07 16:52:09.292058
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",28.672114,77.313832,294,2026-03-07 16:52:09.292058
"Shaheed Sukhdev College of Business Studies, Rohini, Delhi, Delhi, India",28.732743,77.118788,280,2026-03-07 16:52:09.292059
"Mundka, Delhi, Delhi, India",28.68241,77.030469,435,2026-03-07 16:52:09.292059
"Shadipur, Delhi, Delhi, India",28.65155278,77.15804167,770,2026-03-07 16:52:09.292060
"Sector - 62, Noida, India",28.6245479,77.3577104,177,2026-03-07 16:52:09.292061
"Knowledge Park - V, Greater Noida, India",28.557054,77.453663,762,2026-03-07 16:52:09.292061
"Vikas Sadan Gurgaon, Gurgaon, India",28.4501238,77.0263051,237,2026-03-07 16:52:09.292062
"Sector-51, Gurugram, India",28.4227,77.0667,663,2026-03-07 16:52:09.292062
"Loni, Ghaziabad, India",28.757294,77.278792,314,2026-03-07 16:52:09.292063
"Sanjay Nagar, Ghaziabad, India",28.685382,77.453839,327,2026-03-07 16:52:09.292064
"Sector - 125, Noida, India",28.5447608,77.3231257,318,2026-03-07 17:20:56.681459
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",28.566827,77.251418,180,2026-03-07 17:20:56.681463
"Knowledge Park - III, Greater Noida, India",28.47272,77.482,307,2026-03-07 17:20:56.681464
"Sector-51, Gurugram, India",28.4227,77.0667,705,2026-03-07 17:20:56.681465
"Shadipur, Delhi, Delhi, India",28.65155278,77.15804167,771,2026-03-07 17:20:56.681466
"Mundka, Delhi, Delhi, India",28.68241,77.030469,435,2026-03-07 17:20:56.681467
"Alipur, Delhi, Delhi, India",28.815691,77.152491,172,2026-03-07 17:20:56.681468
"Vikas Sadan Gurgaon, Gurgaon, India",28.4501238,77.0263051,279,2026-03-07 17:20:56.681469
"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",28.499727,77.267095,180,2026-03-07 17:20:56.681469
"DITE Okhla, Delhi, Delhi, India",28.531314,77.270686,270,2026-03-07 17:20:56.681470
"Mandir Marg, Delhi, Delhi, India",28.6341,77.2005,201,2026-03-07 17:20:56.681473
"ITI Jahangirpuri, Delhi, Delhi, India",28.733016,77.17197,315,2026-03-07 17:20:56.681474
"Narela, Delhi, Delhi, India",28.820629,77.101099,195,2026-03-07 17:20:56.681475
"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",28.572714,76.933433,122,2026-03-07 17:20:56.681476
"Sector 30, Faridabad, India",28.4417,77.3217,11,2026-03-07 17:20:56.681476
"NISE Gwal Pahari, Gurugram, India",28.422681,77.148944,162,2026-03-07 17:20:56.681477
"ITO, Delhi, Delhi, India",28.628577,77.241036,197,2026-03-07 17:20:56.681478
"Indirapuram, Ghaziabad, India",28.646233,77.358075,592,2026-03-07 17:20:56.681479
"Teri Gram, Gurugram, India",28.4275,77.1465,169,2026-03-07 17:20:56.681480
"CRRI Mathura Road, Delhi, Delhi, India",28.551729,77.275037,371,2026-03-07 17:20:56.681481
"Anand Vihar, Delhi, Delhi, India",28.6508,77.3152,191,2026-03-07 17:20:56.681481
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",28.582846,77.234366,166,2026-03-07 17:20:56.681482
"Lodhi Road, Delhi, Delhi, India",28.589701,77.221917,153,2026-03-07 17:20:56.681483
"Aya Nagar, Delhi, Delhi, India",28.482888,77.126748,159,2026-03-07 17:20:56.681484
"Burari Crossing, Delhi, Delhi, India",28.725646,77.203384,344,2026-03-07 17:20:56.681485
"Sector-116, Noida, India",28.56923,77.393848,399,2026-03-07 17:20:56.681486
"Arya Nagar, Bahadurgarh, India",28.6701,76.9254,175,2026-03-07 17:20:56.681486
"DTU, Delhi, Delhi, India",28.749722,77.116281,179,2026-03-07 17:20:56.681487
"Knowledge Park - V, Greater Noida, India",28.557054,77.453663,840,2026-03-07 17:20:56.681488
"Sri Auribindo Marg, Delhi, Delhi, India",28.528344,77.189304,144,2026-03-07 17:20:56.681489
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",28.620171,77.287705,196,2026-03-07 17:20:56.681491
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",28.710066,77.24622,158,2026-03-07 17:20:56.681492
"Punjabi Bagh, Delhi, Delhi, India",28.6683,77.1167,187,2026-03-07 17:20:56.681493
"Shaheed Sukhdev College of Business Studies, Rohini, Delhi, Delhi, India",28.732743,77.118788,280,2026-03-07 17:20:56.681496
"Sanjay Nagar, Ghaziabad, India",28.685382,77.453839,322,2026-03-07 17:20:56.681496
"R.K. Puram, Delhi, Delhi, India",28.5648,77.1744,415,2026-03-07 17:20:56.681497
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",28.612498,77.237388,158,2026-03-07 17:20:56.681498
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",28.672114,77.313832,294,2026-03-07 17:20:56.681499
"Loni, Ghaziabad, India",28.757294,77.278792,290,2026-03-07 17:20:56.681500
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",28.700505,77.165603,177,2026-03-07 17:20:56.681500
"Pooth Khurd, Bawana, Delhi, Delhi, India",28.7757959,77.0462514,273,2026-03-07 17:20:56.681501
"Sector-1, Noida, India",28.5898,77.3101,199,2026-03-07 17:20:56.681502
"Sector - 62, Noida, India",28.6245479,77.3577104,185,2026-03-07 17:20:56.681503
"Pusa, Delhi, Delhi, India",28.636997,77.172248,159,2026-03-07 17:20:56.681504
"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.576909,77.075898,585,2026-03-07 17:20:56.681505
"Satyawati College, Delhi, Delhi, India",28.69572,77.181295,312,2026-03-07 17:20:56.681505
"Vasundhara, Ghaziabad, India",28.6603346,77.3572563,167,2026-03-07 17:20:56.681506
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",28.710066,77.24622,161,2026-03-07 17:46:20.902519
"Burari Crossing, Delhi, Delhi, India",28.725646,77.203384,231,2026-03-07 17:46:20.902523
"Loni, Ghaziabad, India",28.757294,77.278792,222,2026-03-07 17:46:20.902524
"Punjabi Bagh, Delhi, Delhi, India",28.6683,77.1167,230,2026-03-07 17:46:20.902524
"Vasundhara, Ghaziabad, India",28.6603346,77.3572563,167,2026-03-07 17:46:20.902525
"Knowledge Park - V, Greater Noida, India",28.557054,77.453663,984,2026-03-07 17:46:20.902526
"Teri Gram, Gurugram, India",28.4275,77.1465,168,2026-03-07 17:46:20.902526
"R.K. Puram, Delhi, Delhi, India",28.5648,77.1744,276,2026-03-07 17:46:20.902527
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",28.566827,77.251418,266,2026-03-07 17:46:20.902527
"Aya Nagar, Delhi, Delhi, India",28.482888,77.126748,179,2026-03-07 17:46:20.902528
"Satyawati College, Delhi, Delhi, India",28.69572,77.181295,470,2026-03-07 17:46:20.902531
"Arya Nagar, Bahadurgarh, India",28.6701,76.9254,178,2026-03-07 17:46:20.902531
"NISE Gwal Pahari, Gurugram, India",28.422681,77.148944,161,2026-03-07 17:46:20.902532
"Anand Vihar, Delhi, Delhi, India",28.6508,77.3152,283,2026-03-07 17:46:20.902533
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",28.620171,77.287705,363,2026-03-07 17:46:20.902533
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",28.612498,77.237388,164,2026-03-07 17:46:20.902534
"Mundka, Delhi, Delhi, India",28.68241,77.030469,484,2026-03-07 17:46:20.902534
"Pooth Khurd, Bawana, Delhi, Delhi, India",28.7757959,77.0462514,278,2026-03-07 17:46:20.902535
"Sector 30, Faridabad, India",28.4417,77.3217,11,2026-03-07 17:46:20.902536
"Sector - 125, Noida, India",28.5447608,77.3231257,318,2026-03-07 17:46:20.902536
"Mandir Marg, Delhi, Delhi, India",28.6341,77.2005,206,2026-03-07 17:46:20.902537
"Lodhi Road, Delhi, Delhi, India",28.589701,77.221917,160,2026-03-07 17:46:20.902537
"ITI Jahangirpuri, Delhi, Delhi, India",28.733016,77.17197,242,2026-03-07 17:46:20.902538
"Narela, Delhi, Delhi, India",28.820629,77.101099,302,2026-03-07 17:46:20.902538
"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",28.572714,76.933433,162,2026-03-07 17:46:20.902539
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",28.582846,77.234366,184,2026-03-07 17:46:20.902540
"Pusa, Delhi, Delhi, India",28.636997,77.172248,166,2026-03-07 17:46:20.902540
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",28.700505,77.165603,477,2026-03-07 17:46:20.902541
"Sector-51, Gurugram, India",28.4227,77.0667,811,2026-03-07 17:46:20.902541
"DTU, Delhi, Delhi, India",28.749722,77.116281,184,2026-03-07 17:46:20.902542
"Knowledge Park - III, Greater Noida, India",28.47272,77.482,202,2026-03-07 17:46:20.902542
"Sector-116, Noida, India",28.56923,77.393848,474,2026-03-07 17:46:20.902543
"Vikas Sadan Gurgaon, Gurgaon, India",28.4501238,77.0263051,314,2026-03-07 17:46:20.902544
"Sector-1, Noida, India",28.5898,77.3101,250,2026-03-07 17:46:20.902546
"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.576909,77.075898,519,2026-03-07 17:46:20.902547
"Alipur, Delhi, Delhi, India",28.815691,77.152491,239,2026-03-07 17:46:20.902547
"Sector - 62, Noida, India",28.6245479,77.3577104,190,2026-03-07 17:46:20.902548
"Indirapuram, Ghaziabad, India",28.646233,77.358075,731,2026-03-07 17:46:20.902549
"Sri Auribindo Marg, Delhi, Delhi, India",28.528344,77.189304,154,2026-03-07 17:46:20.902549
"CRRI Mathura Road, Delhi, Delhi, India",28.551729,77.275037,411,2026-03-07 17:46:20.902550
"ITO, Delhi, Delhi, India",28.628577,77.241036,198,2026-03-07 17:46:20.902550
"Shadipur, Delhi, Delhi, India",28.65155278,77.15804167,771,2026-03-07 17:46:20.902551
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",28.672114,77.313832,283,2026-03-07 17:46:20.902551
"Shaheed Sukhdev College of Business Studies, Rohini, Delhi, Delhi, India",28.732743,77.118788,355,2026-03-07 17:46:20.902552
"Sanjay Nagar, Ghaziabad, India",28.685382,77.453839,271,2026-03-07 17:46:20.902553
"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",28.499727,77.267095,182,2026-03-07 17:46:20.902553
"DITE Okhla, Delhi, Delhi, India",28.531314,77.270686,266,2026-03-07 17:46:20.902554
